transaction_id,customer_id,product_id,product_name,transaction_date,experiment_condition,referring_channel,region_code,referral_discount,avg_income,churn_rate,brand_affinity_score,price_sensitivity,quality_orientation,aesthetic_importance,retail_price,cogs,review_star,review_text
T0002443,C00670,GO_MAX,Aura Go Max,2023-10-18,Influencer,Email,SE,0,50287,0.19,3,High,Med,Med,320,211.2,,
T0002998,C00814,GO_LITE,Aura Go Lite,2023-10-18,Influencer,Direct,W,0,69716,0.07,4,Med,Med,High,220,149.6,,
T0002998,C00814,GO_AIR,Aura Go Air,2023-10-18,Influencer,Direct,W,0,69716,0.07,4,Med,Med,High,180,126,,
T0004444,C01200,PRO_X,Aura Pro X,2023-10-18,Professional,Affiliate,W,0,83375,0.22,4,Low,High,Med,1400,560,,
T0003360,C00918,GO_AIR,Aura Go Air,2023-10-19,Control,ReviewSite,NE,0,64673,0.10,4,Med,Med,High,180,126,,
T0000721,C00204,GO_ACTIVE,Aura Go Active,2023-10-19,Professional,Email,MW,0,64827,0.08,4,Med,Med,High,280,193.2,,
T0000721,C00204,GO_LITE,Aura Go Lite,2023-10-19,Professional,Email,MW,0,64827,0.08,4,Med,Med,High,220,149.6,,
T0001943,C00523,GO_LITE,Aura Go Lite,2023-10-19,Influencer,Email,EU,0,72032,0.09,4,Med,Med,High,220,149.6,,
T0001943,C00523,GO_PLUS,Aura Go Plus,2023-10-19,Influencer,Email,EU,0,72032,0.09,4,Med,Med,High,260,174.2,,
T0003364,C00918,GO_LITE,Aura Go Lite,2023-10-19,Influencer,Search,NE,0,64673,0.10,4,Med,Med,High,220,149.6,,
T0001943,C00523,GO_AIR,Aura Go Air,2023-10-19,Influencer,Email,EU,0,72032,0.09,4,Med,Med,High,180,126,,
T0005199,C01415,GO_LITE,Aura Go Lite,2023-10-19,Professional,Email,SE,0,46953,0.19,3,High,Med,Med,220,149.6,,
T0000206,C00056,GO_PLUS,Aura Go Plus,2023-10-19,Influencer,Search,SE,0,65221,0.09,4,Med,High,High,260,174.2,,
T0002610,C00718,GO_PLUS,Aura Go Plus,2023-10-19,Influencer,Direct,SE,0,65093,0.08,3,Med,Med,High,260,174.2,,
T0003360,C00918,GO_ACTIVE,Aura Go Active,2023-10-19,Control,ReviewSite,NE,0,64673,0.10,4,Med,Med,High,280,193.2,,
T0000942,C00261,GO_MAX,Aura Go Max,2023-10-20,Influencer,Direct,MW,0,46865,0.18,3,High,Med,Med,320,211.2,,
T0003482,C00951,GO_PLUS,Aura Go Plus,2023-10-20,Professional,Social,SE,0,50149,0.17,3,High,Med,High,260,174.2,,
T0004355,C01178,PRO_STUDIO,Aura Pro Studio,2023-10-20,Professional,Direct,NE,0,87931,0.21,4,Low,High,Med,1500,600,4.59,Soundstage is airy and natural; micro-detail retrieval is exceptional.
T0001448,C00397,GO_MAX,Aura Go Max,2023-10-20,Professional,Email,SW,0,65100,0.08,4,Med,Med,High,320,211.2,,
T0000985,C00272,GO_AIR,Aura Go Air,2023-10-20,Influencer,Affiliate,W,0,69270,0.08,4,Med,Med,High,180,126,3.9,"Great everyday set—comfortable, convenient, and stylish."
T0004573,C01236,GO_AIR,Aura Go Air,2023-10-21,Influencer,Email,W,0,49170,0.19,3,High,Med,Med,180,126,,
T0003889,C01059,GO_AIR,Aura Go Air,2023-10-21,Professional,Search,NE,0,51293,0.17,2,High,Med,Med,180,126,,
T0005076,C01379,GO_ACTIVE,Aura Go Active,2023-10-21,Influencer,Email,SW,1,46471,0.18,3,High,Med,Med,280,193.2,3.64,Solid value for money; looks sleek and gets the job done.
T0003889,C01059,GO_ACTIVE,Aura Go Active,2023-10-21,Professional,Search,NE,0,51293,0.17,2,High,Med,Med,280,193.2,,
T0005242,C01425,PRO_CLASSIC,Aura Pro Classic,2023-10-22,Influencer,ReviewSite,MW,0,63386,0.07,3,Med,Med,High,1200,480,4.68,Sound is spacious with natural timbre; an endgame leap for me.
T0004914,C01341,PRO_CLASSIC,Aura Pro Classic,2023-10-22,Influencer,Social,MW,0,46164,0.18,3,High,Med,Med,1200,480,,
T0004914,C01341,PRO_CLASSIC,Aura Pro Classic,2023-10-22,Influencer,Social,MW,0,46164,0.18,3,High,Med,Med,1200,480,,
T0004914,C01341,GO_PLUS,Aura Go Plus,2023-10-22,Influencer,Social,MW,0,46164,0.18,3,High,Med,Med,260,174.2,,
T0003371,C00919,GO_LITE,Aura Go Lite,2023-10-22,Influencer,Social,NE,0,53907,0.17,3,High,Med,Med,220,149.6,,
T0005242,C01425,PRO_CLASSIC,Aura Pro Classic,2023-10-22,Influencer,ReviewSite,MW,0,63386,0.07,3,Med,Med,High,1200,480,,
T0000631,C00182,PRO_CLASSIC,Aura Pro Classic,2023-10-22,Influencer,ReviewSite,EU,0,88100,0.22,4,Low,High,Med,1200,480,5,Impressive instrument separation and neutral tuning—reference-level clarity.
T0001345,C00372,PRO_CLASSIC,Aura Pro Classic,2023-10-23,Control,Search,SE,0,84292,0.25,5,Low,High,Med,1200,480,5,Soundstage is airy and natural; micro-detail retrieval is exceptional.
T0001503,C00409,GO_PLUS,Aura Go Plus,2023-10-23,Professional,ReviewSite,SE,0,63238,0.08,4,Med,Med,High,260,174.2,3.79,Battery and comfort are fantastic; a perfect starter.
T0001848,C00501,GO_LITE,Aura Go Lite,2023-10-23,Control,Search,SE,0,45611,0.18,3,High,Med,Med,220,149.6,,
T0000416,C00121,GO_LITE,Aura Go Lite,2023-10-23,Influencer,Search,MW,0,68255,0.10,4,Med,Med,High,220,149.6,,
T0000048,C00014,PRO_CLASSIC,Aura Pro Classic,2023-10-23,Professional,Search,NE,0,82985,0.22,5,Low,High,Med,1200,480,5,"Build quality is superb, comfort is solid for long sessions, imaging is precise."
T0004731,C01281,GO_ACTIVE,Aura Go Active,2023-10-23,Influencer,Social,NE,0,48780,0.19,3,High,Med,Med,280,193.2,,
T0000416,C00121,PRO_CLASSIC,Aura Pro Classic,2023-10-23,Influencer,Search,MW,0,68255,0.10,4,Med,Med,High,1200,480,,
T0001503,C00409,GO_AIR,Aura Go Air,2023-10-23,Professional,ReviewSite,SE,0,63238,0.08,4,Med,Med,High,180,126,,
T0001809,C00490,GO_ACTIVE,Aura Go Active,2023-10-23,Influencer,Affiliate,W,0,64308,0.09,4,Med,Med,High,280,193.2,3.92,Battery and comfort are fantastic; a perfect starter.
T0003441,C00938,GO_LITE,Aura Go Lite,2023-10-24,Influencer,Affiliate,SE,0,60650,0.06,3,Med,Med,High,220,149.6,3.8,Loved the portability and simple controls; good value.
T0004479,C01210,GO_LITE,Aura Go Lite,2023-10-24,Control,Social,SE,0,68135,0.10,4,Med,Med,High,220,149.6,,
T0002952,C00803,GO_ACTIVE,Aura Go Active,2023-10-24,Influencer,Search,MW,0,45937,0.17,3,High,Med,Med,280,193.2,,
T0002952,C00803,GO_MAX,Aura Go Max,2023-10-24,Influencer,Search,MW,0,45937,0.17,3,High,Med,Med,320,211.2,3.64,Very comfy with great battery life; sound is fine for commuting.
T0003128,C00848,GO_ACTIVE,Aura Go Active,2023-10-25,Control,Direct,MW,0,67382,0.06,4,Med,Med,Med,280,193.2,,
T0004620,C01244,GO_ACTIVE,Aura Go Active,2023-10-25,Professional,Email,NE,0,63586,0.08,4,Med,Med,High,280,193.2,4.31,Battery and comfort are fantastic; a perfect starter.
T0004693,C01271,GO_ACTIVE,Aura Go Active,2023-10-25,Professional,Direct,NE,0,45476,0.17,3,High,Med,Med,280,193.2,,
T0001859,C00504,PRO_X,Aura Pro X,2023-10-25,Professional,ReviewSite,SE,0,62357,0.09,4,Med,Med,High,1400,560,,
T0004095,C01108,GO_ACTIVE,Aura Go Active,2023-10-25,Influencer,Direct,SE,0,48659,0.19,3,High,Med,Med,280,193.2,,
T0004620,C01244,PRO_X,Aura Pro X,2023-10-25,Professional,Email,NE,0,63586,0.08,4,Med,Med,High,1400,560,,
T0002311,C00624,GO_AIR,Aura Go Air,2023-10-25,Professional,ReviewSite,MW,0,46574,0.17,3,High,Med,Med,180,126,,
T0002007,C00536,PRO_CLASSIC,Aura Pro Classic,2023-10-25,Influencer,Search,SE,0,62351,0.08,4,Med,High,High,1200,480,,
T0002535,C00699,PRO_X,Aura Pro X,2023-10-26,Professional,ReviewSite,SW,0,77470,0.22,4,Low,High,Med,1400,560,,
T0003080,C00836,GO_PLUS,Aura Go Plus,2023-10-26,Influencer,Search,MW,0,52001,0.17,3,High,Low,Med,260,174.2,4.51,Very comfy with great battery life; sound is fine for commuting.
T0003839,C01048,PRO_CLASSIC,Aura Pro Classic,2023-10-26,Professional,ReviewSite,MW,0,76492,0.22,5,Low,High,Med,1200,480,,
T0002535,C00699,PRO_CLASSIC,Aura Pro Classic,2023-10-26,Professional,ReviewSite,SW,0,77470,0.22,4,Low,High,Med,1200,480,4.54,"Build quality is superb, comfort is solid for long sessions, imaging is precise."
T0001417,C00390,GO_PLUS,Aura Go Plus,2023-10-27,Professional,Search,EU,0,67307,0.08,4,Med,Med,High,260,174.2,,
T0001182,C00322,GO_AIR,Aura Go Air,2023-10-27,Professional,Direct,NE,0,48718,0.18,3,High,Med,Med,180,126,,
T0002591,C00715,GO_MAX,Aura Go Max,2023-10-28,Influencer,Social,W,0,44475,0.19,3,High,Med,Med,320,211.2,3.13,Easy pairing and decent ANC; wish the sound had a bit more punch.
T0003813,C01041,GO_AIR,Aura Go Air,2023-10-28,Influencer,Email,SW,0,42317,0.17,3,High,Med,Med,180,126,,
T0005435,C01473,GO_AIR,Aura Go Air,2023-10-28,Professional,Direct,W,0,70549,0.10,4,Med,Med,Med,180,126,,
T0002325,C00630,GO_LITE,Aura Go Lite,2023-10-28,Professional,Direct,MW,0,44211,0.20,3,High,Med,Med,220,149.6,,
T0001723,C00469,PRO_STUDIO,Aura Pro Studio,2023-10-28,Influencer,Affiliate,SE,0,82718,0.21,4,Low,High,Med,1500,600,4.94,Soundstage is airy and natural; micro-detail retrieval is exceptional.
T0004123,C01121,GO_LITE,Aura Go Lite,2023-10-28,Professional,ReviewSite,W,0,65105,0.10,4,Med,Med,High,220,149.6,,
T0001287,C00355,PRO_STUDIO,Aura Pro Studio,2023-10-28,Professional,ReviewSite,EU,0,82296,0.23,5,Low,High,Med,1500,600,4.73,Soundstage is airy and natural; micro-detail retrieval is exceptional.
T0003813,C01041,GO_LITE,Aura Go Lite,2023-10-28,Influencer,Email,SW,0,42317,0.17,3,High,Med,Med,220,149.6,3.5,Easy pairing and decent ANC; wish the sound had a bit more punch.
T0000225,C00062,GO_LITE,Aura Go Lite,2023-10-29,Professional,Social,SE,0,43904,0.17,3,High,Med,Med,220,149.6,,
T0005151,C01403,PRO_STUDIO,Aura Pro Studio,2023-10-29,Influencer,Direct,NE,0,82262,0.22,5,Low,High,High,1500,600,4.68,"Build quality is superb, comfort is solid for long sessions, imaging is precise."
T0004844,C01317,GO_ACTIVE,Aura Go Active,2023-10-29,Professional,Social,MW,0,48570,0.17,3,High,Med,Med,280,193.2,,
T0002811,C00768,GO_PLUS,Aura Go Plus,2023-10-30,Professional,Email,W,0,67094,0.09,4,Med,Med,High,260,174.2,,
T0004577,C01237,GO_ACTIVE,Aura Go Active,2023-10-30,Control,ReviewSite,EU,0,64949,0.07,4,Med,Med,Med,280,193.2,,
T0002811,C00768,GO_AIR,Aura Go Air,2023-10-30,Professional,Email,W,0,67094,0.09,4,Med,Med,High,180,126,,
T0004287,C01159,GO_LITE,Aura Go Lite,2023-10-30,Influencer,Email,SE,0,63990,0.07,4,Med,High,High,220,149.6,3.95,"Great everyday set—comfortable, convenient, and stylish."
T0002102,C00566,GO_MAX,Aura Go Max,2023-10-30,Professional,Search,W,0,46391,0.17,3,High,Med,Med,320,211.2,,
T0001096,C00302,GO_LITE,Aura Go Lite,2023-10-30,Professional,Search,W,0,52438,0.18,3,High,Med,Med,220,149.6,,
T0001955,C00525,GO_AIR,Aura Go Air,2023-10-31,Professional,Search,MW,0,71410,0.08,4,Med,Med,High,180,126,,
T0003835,C01048,PRO_CLASSIC,Aura Pro Classic,2023-10-31,Control,Affiliate,MW,0,76492,0.22,5,Low,High,Med,1200,480,4.57,Soundstage is airy and natural; micro-detail retrieval is exceptional.
T0003153,C00854,GO_MAX,Aura Go Max,2023-10-31,Influencer,Email,EU,0,72335,0.08,4,Med,Med,High,320,211.2,,
T0000685,C00195,GO_MAX,Aura Go Max,2023-10-31,Professional,Email,MW,0,52739,0.17,3,High,Med,Med,320,211.2,,
T0001566,C00425,PRO_CLASSIC,Aura Pro Classic,2023-10-31,Control,Email,W,0,85698,0.22,4,Low,High,Med,1200,480,5,Soundstage is airy and natural; micro-detail retrieval is exceptional.
T0000973,C00271,GO_PLUS,Aura Go Plus,2023-10-31,Professional,Email,MW,0,63293,0.08,4,Med,Med,High,260,174.2,,
T0000973,C00271,GO_PLUS,Aura Go Plus,2023-10-31,Professional,Email,MW,0,63293,0.08,4,Med,Med,High,260,174.2,,
T0004291,C01159,GO_MAX,Aura Go Max,2023-11-01,Professional,Email,SE,0,63990,0.07,4,Med,High,High,320,211.2,4.05,"Great everyday set—comfortable, convenient, and stylish."
T0005069,C01377,GO_ACTIVE,Aura Go Active,2023-11-01,Influencer,Social,MW,0,48699,0.19,3,High,Med,Med,280,193.2,,
T0003576,C00980,GO_PLUS,Aura Go Plus,2023-11-01,Influencer,Email,W,0,48793,0.17,3,High,Med,Med,260,174.2,,
T0002257,C00608,GO_PLUS,Aura Go Plus,2023-11-01,Influencer,Social,EU,0,52948,0.18,3,High,Med,High,260,174.2,,
T0004314,C01167,GO_LITE,Aura Go Lite,2023-11-01,Control,Social,NE,0,69464,0.09,4,Med,Med,High,220,149.6,3.64,Battery and comfort are fantastic; a perfect starter.
T0005283,C01436,PRO_X,Aura Pro X,2023-11-01,Professional,Search,NE,0,92903,0.22,5,Low,High,Med,1400,560,,
T0002911,C00796,GO_MAX,Aura Go Max,2023-11-01,Control,Direct,NE,0,68118,0.08,4,Med,Med,Med,320,211.2,,
T0004217,C01141,GO_ACTIVE,Aura Go Active,2023-11-02,Professional,Direct,SE,0,59076,0.08,4,Med,Med,High,280,193.2,,
T0004217,C01141,PRO_X,Aura Pro X,2023-11-02,Professional,Direct,SE,0,59076,0.08,4,Med,Med,High,1400,560,4.44,Finally understand what ‘resolution’ means—phenomenal upgrade.
T0000491,C00138,PRO_X,Aura Pro X,2023-11-02,Influencer,Email,NE,0,48913,0.18,3,High,Med,Med,1400,560,3.37,Expensive but worth it; the sound quality is on another level.
T0000701,C00198,GO_MAX,Aura Go Max,2023-11-02,Professional,Search,NE,0,57865,0.08,3,Med,Med,Med,320,211.2,3.59,Battery and comfort are fantastic; a perfect starter.
T0003886,C01058,PRO_STUDIO,Aura Pro Studio,2023-11-02,Influencer,ReviewSite,SE,0,44644,0.18,3,High,Med,Med,1500,600,4.52,Huge upgrade in clarity and depth—music feels alive.
T0003031,C00820,GO_LITE,Aura Go Lite,2023-11-02,Influencer,Search,MW,1,52034,0.18,3,High,Med,Med,220,149.6,4.71,Very comfy with great battery life; sound is fine for commuting.
T0003886,C01058,GO_MAX,Aura Go Max,2023-11-02,Influencer,ReviewSite,SE,0,44644,0.18,3,High,Med,Med,320,211.2,,
T0000974,C00271,GO_MAX,Aura Go Max,2023-11-02,Influencer,Social,MW,0,63293,0.08,4,Med,Med,High,320,211.2,,
T0001058,C00289,GO_MAX,Aura Go Max,2023-11-02,Professional,Search,NE,0,48674,0.19,3,High,Med,Med,320,211.2,4,Very comfy with great battery life; sound is fine for commuting.
T0000311,C00087,GO_ACTIVE,Aura Go Active,2023-11-02,Influencer,Social,SW,0,49605,0.19,3,High,Med,Med,280,193.2,3.75,Solid value for money; looks sleek and gets the job done.
T0002176,C00581,GO_MAX,Aura Go Max,2023-11-02,Professional,Search,NE,0,50925,0.19,3,High,Med,High,320,211.2,4.14,Very comfy with great battery life; sound is fine for commuting.
T0003689,C01011,PRO_CLASSIC,Aura Pro Classic,2023-11-03,Professional,Affiliate,NE,0,78235,0.20,5,Low,High,Med,1200,480,4.99,Impressive instrument separation and neutral tuning—reference-level clarity.
T0002914,C00797,GO_LITE,Aura Go Lite,2023-11-03,Influencer,Direct,SE,0,60069,0.07,4,Med,Med,High,220,149.6,,
T0000944,C00261,GO_ACTIVE,Aura Go Active,2023-11-03,Professional,Social,MW,0,46865,0.18,3,High,Med,Med,280,193.2,4.42,Easy pairing and decent ANC; wish the sound had a bit more punch.
T0001439,C00396,GO_MAX,Aura Go Max,2023-11-03,Influencer,Affiliate,W,0,67163,0.07,4,Med,Med,High,320,211.2,4.45,"Great everyday set—comfortable, convenient, and stylish."
T0002894,C00790,GO_AIR,Aura Go Air,2023-11-03,Professional,Email,SE,0,60884,0.08,4,Med,Med,High,180,126,,
T0002376,C00646,GO_LITE,Aura Go Lite,2023-11-03,Influencer,Search,W,0,65077,0.09,4,Med,Med,High,220,149.6,4.61,Battery and comfort are fantastic; a perfect starter.
T0002284,C00616,GO_MAX,Aura Go Max,2023-11-03,Influencer,Affiliate,NE,0,73456,0.09,4,Low,Med,High,320,211.2,,
T0004858,C01323,GO_PLUS,Aura Go Plus,2023-11-03,Influencer,Social,SW,0,63979,0.08,4,Med,Med,High,260,174.2,3.64,Battery and comfort are fantastic; a perfect starter.
T0002284,C00616,GO_PLUS,Aura Go Plus,2023-11-03,Influencer,Affiliate,NE,0,73456,0.09,4,Low,Med,High,260,174.2,4.1,"Great everyday set—comfortable, convenient, and stylish."
T0004251,C01150,PRO_CLASSIC,Aura Pro Classic,2023-11-03,Influencer,Search,MW,0,59920,0.06,4,Med,Med,High,1200,480,,
T0000620,C00179,GO_AIR,Aura Go Air,2023-11-04,Influencer,Social,NE,0,66209,0.11,3,Med,Med,High,180,126,,
T0003440,C00938,GO_PLUS,Aura Go Plus,2023-11-04,Influencer,Search,SE,0,60650,0.06,3,Med,Med,High,260,174.2,4.09,"Great everyday set—comfortable, convenient, and stylish."
T0004671,C01262,GO_PLUS,Aura Go Plus,2023-11-04,Control,ReviewSite,NE,0,45872,0.17,3,High,Med,Med,260,174.2,3.83,Solid value for money; looks sleek and gets the job done.
T0002924,C00797,PRO_X,Aura Pro X,2023-11-04,Influencer,Email,SE,0,60069,0.07,4,Med,Med,High,1400,560,,
T0000983,C00272,GO_LITE,Aura Go Lite,2023-11-04,Influencer,Direct,W,0,69270,0.08,4,Med,Med,High,220,149.6,,
T0000620,C00179,GO_LITE,Aura Go Lite,2023-11-04,Influencer,Social,NE,0,66209,0.11,3,Med,Med,High,220,149.6,4.65,"Great everyday set—comfortable, convenient, and stylish."
T0004165,C01129,GO_ACTIVE,Aura Go Active,2023-11-04,Influencer,Social,MW,0,47626,0.18,3,High,Med,Med,280,193.2,,
T0004141,C01123,PRO_CLASSIC,Aura Pro Classic,2023-11-04,Influencer,Direct,MW,0,65134,0.08,4,Med,Med,Med,1200,480,,
T0004141,C01123,PRO_STUDIO,Aura Pro Studio,2023-11-04,Influencer,Direct,MW,0,65134,0.08,4,Med,Med,Med,1500,600,,
T0004533,C01224,PRO_CLASSIC,Aura Pro Classic,2023-11-04,Control,Search,MW,0,64509,0.08,4,Med,Med,Med,1200,480,,
T0002661,C00732,GO_MAX,Aura Go Max,2023-11-05,Influencer,Social,NE,0,63278,0.09,4,Med,Med,High,320,211.2,3.99,Loved the portability and simple controls; good value.
T0000253,C00068,GO_ACTIVE,Aura Go Active,2023-11-05,Professional,Search,NE,0,64961,0.09,3,Med,Med,High,280,193.2,,
T0000253,C00068,GO_LITE,Aura Go Lite,2023-11-05,Professional,Search,NE,0,64961,0.09,3,Med,Med,High,220,149.6,3.58,"Great everyday set—comfortable, convenient, and stylish."
T0000931,C00257,GO_AIR,Aura Go Air,2023-11-05,Professional,Social,EU,0,64874,0.08,4,Med,Med,High,180,126,,
T0001312,C00363,GO_LITE,Aura Go Lite,2023-11-05,Influencer,Email,NE,0,48735,0.17,3,High,Med,Med,220,149.6,,
T0003960,C01075,PRO_CLASSIC,Aura Pro Classic,2023-11-05,Influencer,Search,SE,0,56547,0.08,4,Med,Med,Med,1200,480,,
T0003642,C00997,GO_ACTIVE,Aura Go Active,2023-11-05,Influencer,ReviewSite,SW,0,72870,0.08,4,Med,Med,High,280,193.2,4.45,Battery and comfort are fantastic; a perfect starter.
T0003142,C00852,GO_ACTIVE,Aura Go Active,2023-11-05,Influencer,ReviewSite,EU,0,51846,0.18,3,High,Med,Med,280,193.2,3.74,Very comfy with great battery life; sound is fine for commuting.
T0003142,C00852,PRO_STUDIO,Aura Pro Studio,2023-11-05,Influencer,ReviewSite,EU,0,51846,0.18,3,High,Med,Med,1500,600,,
T0004067,C01103,GO_AIR,Aura Go Air,2023-11-05,Control,Email,W,0,66211,0.08,3,Med,Med,High,180,126,4.28,Loved the portability and simple controls; good value.
T0002607,C00717,GO_PLUS,Aura Go Plus,2023-11-05,Influencer,Social,W,0,62450,0.08,4,Med,Med,High,260,174.2,4.6,"Great everyday set—comfortable, convenient, and stylish."
T0004067,C01103,GO_LITE,Aura Go Lite,2023-11-05,Control,Email,W,0,66211,0.08,3,Med,Med,High,220,149.6,4.22,"Great everyday set—comfortable, convenient, and stylish."
T0001083,C00296,GO_LITE,Aura Go Lite,2023-11-06,Professional,Direct,NE,0,50775,0.19,3,High,Med,Med,220,149.6,4.25,Easy pairing and decent ANC; wish the sound had a bit more punch.
T0003776,C01028,GO_MAX,Aura Go Max,2023-11-06,Influencer,Email,EU,0,67971,0.07,3,Med,Med,High,320,211.2,4.7,Battery and comfort are fantastic; a perfect starter.
T0003776,C01028,GO_ACTIVE,Aura Go Active,2023-11-06,Influencer,Email,EU,0,67971,0.07,3,Med,Med,High,280,193.2,4.89,Battery and comfort are fantastic; a perfect starter.
T0003776,C01028,PRO_CLASSIC,Aura Pro Classic,2023-11-06,Influencer,Email,EU,0,67971,0.07,3,Med,Med,High,1200,480,4.22,Stepping up from Go Plus to Pro Studio blew me away—stunning detail.
T0001570,C00426,GO_PLUS,Aura Go Plus,2023-11-06,Influencer,Search,NE,0,49638,0.19,3,High,Med,Med,260,174.2,,
T0001570,C00426,GO_ACTIVE,Aura Go Active,2023-11-06,Influencer,Search,NE,0,49638,0.19,3,High,Med,Med,280,193.2,,
T0005206,C01416,GO_PLUS,Aura Go Plus,2023-11-06,Professional,Search,SW,0,66210,0.08,4,Med,Med,High,260,174.2,3.7,Loved the portability and simple controls; good value.
T0001706,C00465,GO_MAX,Aura Go Max,2023-11-06,Influencer,Social,SW,0,66793,0.08,4,Med,Med,High,320,211.2,3.4,"Great everyday set—comfortable, convenient, and stylish."
T0005206,C01416,GO_PLUS,Aura Go Plus,2023-11-06,Professional,Search,SW,0,66210,0.08,4,Med,Med,High,260,174.2,3.98,Battery and comfort are fantastic; a perfect starter.
T0005010,C01364,GO_ACTIVE,Aura Go Active,2023-11-07,Professional,Email,SW,0,50140,0.17,3,High,Med,Med,280,193.2,4.09,Very comfy with great battery life; sound is fine for commuting.
T0005010,C01364,GO_LITE,Aura Go Lite,2023-11-07,Professional,Email,SW,0,50140,0.17,3,High,Med,Med,220,149.6,,
T0001355,C00374,GO_LITE,Aura Go Lite,2023-11-07,Professional,Email,W,0,52938,0.17,3,High,Med,Med,220,149.6,,
T0001868,C00507,GO_AIR,Aura Go Air,2023-11-07,Influencer,Search,MW,0,58263,0.09,4,Med,Med,High,180,126,,
T0003520,C00965,GO_MAX,Aura Go Max,2023-11-07,Professional,Direct,SW,0,49194,0.18,4,High,Med,Med,320,211.2,4.43,Very comfy with great battery life; sound is fine for commuting.
T0001985,C00532,GO_PLUS,Aura Go Plus,2023-11-07,Professional,Direct,SW,0,71143,0.09,4,Med,High,High,260,174.2,,
T0001355,C00374,GO_ACTIVE,Aura Go Active,2023-11-07,Professional,Email,W,0,52938,0.17,3,High,Med,Med,280,193.2,,
T0002584,C00714,GO_MAX,Aura Go Max,2023-11-08,Influencer,Email,EU,0,44694,0.18,3,High,Med,Med,320,211.2,3.94,Very comfy with great battery life; sound is fine for commuting.
T0004379,C01184,GO_AIR,Aura Go Air,2023-11-08,Influencer,Direct,MW,0,73349,0.08,4,Med,Med,High,180,126,,
T0000582,C00166,GO_AIR,Aura Go Air,2023-11-08,Control,Email,EU,0,69235,0.07,4,Med,Med,High,180,126,,
T0004379,C01184,GO_PLUS,Aura Go Plus,2023-11-08,Influencer,Direct,MW,0,73349,0.08,4,Med,Med,High,260,174.2,4.89,"Great everyday set—comfortable, convenient, and stylish."
T0001212,C00329,GO_AIR,Aura Go Air,2023-11-08,Influencer,Direct,W,0,49418,0.19,3,High,Med,Med,180,126,4.37,Solid value for money; looks sleek and gets the job done.
T0004379,C01184,GO_PLUS,Aura Go Plus,2023-11-08,Influencer,Direct,MW,0,73349,0.08,4,Med,Med,High,260,174.2,4.3,Loved the portability and simple controls; good value.
T0002512,C00690,PRO_STUDIO,Aura Pro Studio,2023-11-08,Control,Email,SW,0,78885,0.22,5,Low,High,Med,1500,600,4.27,Soundstage is airy and natural; micro-detail retrieval is exceptional.
T0002116,C00570,GO_PLUS,Aura Go Plus,2023-11-08,Professional,Email,SE,0,43341,0.18,3,High,Med,Med,260,174.2,,
T0003401,C00927,GO_PLUS,Aura Go Plus,2023-11-08,Professional,Direct,NE,0,45316,0.17,3,High,Med,Med,260,174.2,,
T0002732,C00749,GO_MAX,Aura Go Max,2023-11-09,Influencer,ReviewSite,SW,0,68810,0.09,4,Med,Med,High,320,211.2,4.85,Loved the portability and simple controls; good value.
T0005136,C01396,GO_ACTIVE,Aura Go Active,2023-11-09,Professional,Search,EU,0,66314,0.09,4,Med,Med,High,280,193.2,5,Loved the portability and simple controls; good value.
T0000076,C00023,GO_LITE,Aura Go Lite,2023-11-09,Influencer,Direct,SE,0,45592,0.17,3,High,Med,Med,220,149.6,4.37,Easy pairing and decent ANC; wish the sound had a bit more punch.
T0004544,C01228,GO_MAX,Aura Go Max,2023-11-09,Professional,Affiliate,SE,0,44997,0.18,3,High,Med,Med,320,211.2,,
T0000788,C00224,GO_ACTIVE,Aura Go Active,2023-11-09,Influencer,Email,NE,0,48397,0.18,3,High,Med,Med,280,193.2,4.09,Very comfy with great battery life; sound is fine for commuting.
T0000076,C00023,GO_MAX,Aura Go Max,2023-11-09,Influencer,Direct,SE,0,45592,0.17,3,High,Med,Med,320,211.2,4.42,Easy pairing and decent ANC; wish the sound had a bit more punch.
T0004551,C01229,PRO_X,Aura Pro X,2023-11-09,Influencer,Direct,SE,0,62685,0.09,4,Med,Med,High,1400,560,,
T0004601,C01241,GO_MAX,Aura Go Max,2023-11-09,Influencer,Direct,MW,0,66420,0.08,4,Med,High,High,320,211.2,,
T0003186,C00864,GO_PLUS,Aura Go Plus,2023-11-09,Control,Social,MW,0,45085,0.17,3,High,Med,Med,260,174.2,3.89,Very comfy with great battery life; sound is fine for commuting.
T0001572,C00426,GO_LITE,Aura Go Lite,2023-11-09,Influencer,Search,NE,0,49638,0.19,3,High,Med,Med,220,149.6,,
T0004601,C01241,GO_LITE,Aura Go Lite,2023-11-09,Influencer,Direct,MW,0,66420,0.08,4,Med,High,High,220,149.6,,
T0001572,C00426,GO_MAX,Aura Go Max,2023-11-09,Influencer,Search,NE,0,49638,0.19,3,High,Med,Med,320,211.2,,
T0002510,C00689,GO_AIR,Aura Go Air,2023-11-09,Control,Search,W,0,52062,0.17,3,High,Med,Med,180,126,3.23,Very comfy with great battery life; sound is fine for commuting.
T0000444,C00127,GO_PLUS,Aura Go Plus,2023-11-10,Professional,Direct,SE,0,61154,0.09,4,Med,Med,High,260,174.2,,
T0000050,C00015,PRO_STUDIO,Aura Pro Studio,2023-11-10,Control,ReviewSite,SE,0,82856,0.24,4,Low,High,Med,1500,600,,
